"Name","Hash","Size","Origin","Path"
"PNG_0005.png","5A669F3B494C534C7F6CB49D579B9B7372A154524B0633CF2F3172797142027B","11947","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-MASC\PNG_0005.png"
"PNG_0005.png","003B1C4CF11E41924B90238FC15CB08C9290854EE83054C59BB16B39AD50F059","11586","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0005.png"
"PNG_0005.png","2659F914568A7C5AB805C88EEA5EF6D167937E87F476CFDA73A27F6FBFC4078B","6960","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\PREPARAÇÃO\PNG_0005.png"
"PNG_0005.png","67179444979ECAD6946C807CC228891D4EF4DD1E5B0EBA2E874F3AD9FF0DB422","8025","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0005.png"
"PNG_0005.png","FA3A475E2587835777FF60F226E750A9913172A7108A0A129CA36FFBF790E305","11979","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0005.png"
"PNG_0005.png","83E59C89A652FEB6BF6FF1D7CC95E7DF31EA5C1E8F49CF7941B11523DF84F169","7645","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0005.png"
"PNG_0005.png","9579607472F1D3DD683F607F28578582E6C185115216FFA21B87A39EA1B790F5","6614","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\walk\PNG\PNG_0005.png"
"PNG_0005.png","6D106BEABA99873AE222F4B0413ABF4FA441EE6E39C02BE33247814556320FE6","10194","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\Ataque\JUMP-ATTK\PNG_0005.png"
"PNG_0006.png","1412F0D79AFF369CB5282C7F18146CADA43EAD3DFA98A32148D6092FB9D30A64","14670","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG\PNG_0006.png"
"PNG_0006.png","D2090F34CC012CE1F3044709C543DDF9D8AE31F32D36A6A932AB7BEB0A1C92D9","13074","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-MASC\PNG_0006.png"
"PNG_0006.png","6A24FEA06039B6A52EFEF45EA4CBEEC88E263622D3E85F59F2D1AB889039AFBC","13888","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0006.png"
"PNG_0006.png","ACF06E2DF09BE9860BDFCF5FF4E35AFCA0DD704F177D0730BA7E12ACC3F0BD7B","7802","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\PREPARAÇÃO\PNG_0006.png"
"PNG_0006.png","E1D6F65CDFE2A80EAA11E317506AC38FB66648C5B781E26565CF46E688A29B42","6677","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0006.png"
"PNG_0006.png","5904BEA04D62765585AA0A11B0109F11B6A3792BA52EFF8B4C6BB960ADE92420","5570","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0006.png"
"PNG_0006.png","64D09F1D190048994391CFD3317C20936FB654A175FFC51D3C1A07E83E0A3047","8874","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0006.png"
"PNG_0006.png","1675303F17F4A2F776DCA8432AA915A9A2E109352C6D5FE984EF1E39DCF81647","7927","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\walk\PNG\PNG_0006.png"
"PNG_0006.png","393F4C560376636DB1252257BD7663190ADD0A3AA1A23011B588FF92EA5CDD05","12233","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\Ataque\JUMP-ATTK\PNG_0006.png"
"PNG_0007.png","73F9E34B207BB114B1DC278EC184009E5C350F913FB4582E7A4EFA8CE512E6D9","14468","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG\PNG_0007.png"
"PNG_0007.png","9C314380FA754332A93803C974F40B08043DCD67C31F0F74EA9DC2A8484171AC","11587","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-MASC\PNG_0007.png"
